comment,y_true,y_pred
oke galaxy anumbers mình mua number ngày thiết_kế đẹp_mặt lưng đẹp màn_hình xinh xấn cấu_hình tốt camera tuyệt_vời pin trâu một đt còn biết chê điểm nào riêng mình ưng_ý,Positive,Positive
vsmart active number lỗi facebook úp story nhạc thêm nhạc hiển_thị chữ lỗi xử_lí hình_ảnh upa mong phản_hồi sớm cảm_ơn,Negative,Neutral
mình mới mua dc number tuần wifi yếu quá ngồi gần cục modem thì ko sao xa chút là ko có kết_nối kỹ_thuật xử_lý dc lỗi này ko tgdd,Negative,Negative
dùng đơ cảm_ứng ấn chán chắc trả hàng nhân_viên nhiệt_tình,Neutral,Negative
nhà sản_xuất khắc_phục lỗi number sạc ko đưa bản cập_nhật fix lỗi ko mất hết khách,Negative,Negative
pin ảo thật bác ạ mình thấy pin number thua con đt cũ mình number mình pin lâu xài con hơi thất_vọng chút_xíu,Negative,Negative
chán nhất quả cam màn_hình chụp hình xong suýt nhận mình gọi messenger thật thảm_họa,Negative,Negative
pin trâumáy ht đẹpchụp ảnh ok liên_quân chiến tốt giá hợp_lý rẻ đẹp number sao,Positive,Positive
game toàn hiện kết_nối timeout văng game liên_tục xem video hd vấn_đề mua con chơi game văng chơi kiểu,Negative,Negative
máy sài buletooth giựt ngưng màn_hình hay tắt đen gọi mặc_dù nói nhân_viên tư_vấn đổi sang máy mới tuy_nhiên về sài_y chang chả lẻ đổi hoài sao bỏ number triệu đâu nhỏ mua number sản_phẩm lỗi ntn sao viên tư_vấn nhiệt_tình_cảm_thấy mất niềm tin samsung giờ làm_sao mong ad phản_hồi sớm nhất,Negative,Negative
thiết_kế đẹp cấu_hình tốt trong tầm giá pin xài onscreen hơn number ngày gần number ngày còn number quá tốt tội sạc hơi nóng sạc nhanh nói về sạc cực nhanh luôn hơn number tiếng đầy tốt viên pin number mah camera khỏi nói chụp đẹp nhất phân khúc,Positive,Positive
mình mua máy ngày mùng number tết vài lần cảm_thấy giật lag nhẹ cảm_biến vân tay khá tốt,Neutral,Negative
sản_phẩm cực_kì tệ mới mua ngày hôm hôm_nay đi bán numberg cực_kì yếu màn_hình nét hay đơ máy giờ sài samsung anumbers quá tệ thất_vọng vô mất numberphí cân_nhắc mua nhất về mạng numberg quá yếu sài,Negative,Negative
hnay mình mới mua anumberchưa n trải nghiệm mình hỏitại sao goi dt vạch sáng ở màn_hình,Negative,Negative
máy dùng tốt tầm giá number triệu pin sài_lâumành hình to tiện đọc báo xem phim,Positive,Positive
máy tốtnhấn giữ nút nguồn sao k tắt máy vậylàm sao tắt nguồn đâytư vấn mjh,Positive,Negative
xài mướt pin lâu number ngày hơn mới hết em muốn hỏi sao khoá màn_hình k kiểu vẽ hình ạ số vân tay khuôn_mặt tìm hoài k thấy,Positive,Negative
best trong tầm giá tác vụ game mượt mới len vos number android number cảm_ơn number chi nv dmx tp ngã bảy hậu giang nhiệt_tình,Positive,Positive
khuyên mọi người đừng mua cấu_hình tệ pin sạc nói_chung tui xài nokia number còn bền hơn,Negative,Negative
tuyệt vờiđọc bình_luận ko hay quyết_định muatrên cả mong đợingon hơn notnumber pro,Positive,Positive
cam tạm ổn pin khá lâu đt hơi dàiloa tốt cảm_ứng vân tay ổn lắm mình thử number lần mới đc còn khoá máy,Neutral,Neutral
mình mới sử_dụng number tháng pin còn number mình đổi sp mới k tgdd,Negative,Negative
mới mua máy xong cảm_biến vân tay khá nhạy hiện_tượng loạn bàn_phím pin ngon sạc nhanh hơn numberhnumber phút đầy pin,Positive,Negative
mình mua ngày number giá numberđ khuyến_mãi cả hài_lòng về nhân_viên máy đợi test thêm thời_gian đánh_giá tiếp,Positive,Positive
máy tốt tầm giá nhu_cầu sd cban mua con,Positive,Positive
mong samsung bản cập_nhật fix cải_thiện hiệu_suất pin độ nhạy_cảm_ứng sản_phẩm tuyệt_vời hơn,Negative,Positive
sp tệ mới mua đơ máy ứng_dụng chạy chậm cảm_ứng hay lỗi sạc pin hơn numberh mới đầy,Negative,Negative
cấu_hình mượt lắm nói_chung tạm hi_vọng săn phẩm mới update thêm tính_năng hay hơn,Negative,Positive
khe number dùng chung dùng thẻ_nhớ dùng number sim mua bản numbergb tiện hơn dùng number sim,Negative,Negative
sản_phẩm tốt tiện đay tôi hỏi trong mấy pmềm cua vivo co nói thây ốp miễn_phí dòng mấy vivo thật ạ,Positive,Positive
sử_dụng gần cả tháng tất_cả ổn ủng_hộ hàng việt nhu_cầu ủng_hộ thêm,Positive,Positive
ở ae nào sửa dc lỗi camera ạ nghe mn ns cấp nhật phần_mềm hết mih cập_nhật ko thế hết dcnản lần phai dug đến camera muốn máy đi,Negative,Negative
pin trâu máy_ảnh đẹp khả_năng chụp phơi sánh numbers chụp dải ngân_hà bền cảm_ứng nhạy mượt giáo hàng nhanh,Positive,Positive
mọi thứ okchê camera sóng hơi kém ảnh_hưởng đến cuộc gọitrong tầm giá con nào vượt,Neutral,Negative
pin khá ổn ạ dùng numberh sáng đến numberhnumber đt còn number mk xem video cảm_ứng mượt thấy đơ mọi ng nói sóng numberg viettel hơi yếu ạ mạng bằng wifi mượt lắm chụp hình đẹp ạ,Positive,Negative
tui mua về test pin max độ sáng numberphút xem video full hd youtube max âm_lượng tầm number pin tầm numberh on screen độ sáng number pin khá ổn camera tốt chiến game khá loa to ấm thiết_kế đẹp number sao viền bằng nhựa camera hơi lồi vuốt cạnh thoải_mái lắm,Positive,Positive
đẹp xài ok chup hinhf rat dep gi cung k cao lam xai dc numbernam dây sạc xài hãng báo k hỗ_trợ ngoài ok máy tới cửa_hàng bán máy tốt,Positive,Positive
máy tốt trong phân khúc pin ổn thấy người phàn_nàn lẽ biết cách chỉnh tối_ưu thôi tôi dùng snumberplus giờ dùng thêm hài_lòng về máy trang thêm chống rung camera quá ok,Negative,Positive
mua hàng tp hưng yên mọi thứ tuyệt chú bảo_vệ đến bạn nhân_viên máy an_tâm nha chắc lẽ duyên hay sao máy chẳng bao_giờ lỗi mấy b than pin sạc dùng dt nó phục_vụ mk k mua hầu nó numberpin than chi mệt bạn dùng dc máy nào number năm k thay hay k lo_sợ còn sạc nhanh sạc đêm thoải_mái k trc đi ngủ sạc numberhnumber coi đầy r pin number,Positive,Positive
sản_phẩm sử_dụng tốt thiết_kế đẹp_mắt phù_hợp nhu_cầu sử_dụng giá_thành hợp_lý ưng_ý về sản_phẩm,Positive,Positive
máy ngon về mọi mắt_vẻ bắt wifi kém thôi v hên sài number trong nhà ok tuyệt_vời ai mua em nó,Neutral,Positive
mới lấy hôm number mình máy cầm_chắc_tay pin number cầm ko quá nặng dòng khác mình xài tác vụ bình_thường ko chơi game nghĩ khá ổn trong tầm giá camera chụp ok pin xài khá loa ko quá lớn nhu dòng redme khác numbergram tác vụ hơi chậm numbergram trở_number nhân_viên dmx tư_vấn khồg chuyên_nghiệp bằng nhân_viên tgdd,Positive,Positive
lấy con number pro numbergb màu xanh rêu nhìn_chung màu máy năm nay con màu ấn_tượng nhất nói_chung iphone ngon giá tiền bỏ ai mua iphone number chịu_khó dán màn_hình nha trầy uổng lắm,Positive,Positive
máy pin trâu sử_dụng hơn number ngày chiến game mượt camera ổn nhân_viên phục_vụ nhiệt_tình vui_vẻ quà tặng ngon hài_lòng,Positive,Positive
cảm_ứng cực tệ viết tin nhắn k viết đc chán_nản đổi k đổi trả,Negative,Negative
máy đẹp chạy mượt pin tốt camera chụp ảnh tốt xoá phông tốt sạc pin chậm sạc hơn numberh mới đầy vân tay nhạy nói_chung thích iphone number plus,Positive,Positive
đáng đồng_tiền bỏ máy chơi game cực mượtcầm máy nhẹ_nhàng ko mỏi taynhiều tính_năng mới sản_phẩm oppo,Positive,Positive
xài number tháng máy mượthôm mua numbertriệu xài lâu nóng máypin xài một ngày thoải máitóm thương_hiệu xiaomi xài tuyệt_vời cộng tgdd bán hàng tuyệt_vời luôn,Positive,Positive
sản_phẩm nhỏ gọn tay thiết_kế màu_sắc_đẹp_mắt sang_trọng máy dùng mượt chế_độ bảo_hành tốt pin khoẻ,Positive,Positive
mới mua number tuần sài ok giá rẻ máy sịn sạc nhanh sài ổn_định mãi ủng_hộ oppo,Positive,Positive
tầm giá đánh_giá máy khá ok chơi game lqmb voi pug khá mượt ko giật lag pin khỏi bàn chơi liên_tục numberh còn number mạng nhanh camera chụp hơi xấu_tính đồ game chọn em,Positive,Positive
nhân_viên tận_tình phục_vụ nhiệt_tình ấn_tượng mua sp shop chất_lượng sp chính hãng chất_lượng tốt,Positive,Positive
một tuần sử_dụng thấy máy nóng zalo facebook youtube máy nóng thôi sạc pin mạng kém pin xuống nhanh nạp đầy pin ko sử_dụng numberh tới numberh ko dùng tụt number phin,Negative,Negative
máy mới dùng bi lỗi đứng máy tự_động trình_duyệt chrome hỏi vấn_đề ở đâu,Negative,Negative
máy dễ nóng máy cảm_ứng bấm dính ức_chế mình mua dt dc number thág,Negative,Negative
dùng number ngày thấy pin dùng oksạc nhanh vân tay mở khoá màn_hình k nhạylúc,Neutral,Neutral
lỗi sạc máy báo quá nóng xong sạc tới number dừng luônkhông biết cách nào khắc_phục tình_trạng,Negative,Negative
kết_nối cáp usb máy_tính hỗ_trợ ucb otg quá tệ mức giá tầm trung thua cả máy đời cũ bộ_nhớ trong number gb,Negative,Negative
thiết_kế camera máy nhìn ko đẹp nỗi máy tiền mua iphone mọi ng nhé máy dùng quá chán,Negative,Negative
máy đẹppin dùng ổncamera chụp đẹpnétmàn hình chân thậtchỉ sạc pin quá lâukhông công_nghệ sạc nhanhsạc mất gần numberh mới đầycòn tuyệt,Positive,Positive
điện_thoại vài vết sọc nhỏ màn_hình dù mới mua cách number ngày sử_dụng tạm ổn đôi lag nhẹ,Negative,Neutral
mọi thứ ổn tôi mua máy gần numbertháng sử_dụng máy mau hết pin độ chai pin đo ứng_dụng phone info numberchai number phần_trăm cảm_biến vân tay ko nhậylúc mở hộp tgddđã mở sẵn dán miếng chống xước dù biết spzin e_ngại,Negative,Negative
mới sài thấy ok số tầm giá đôi còn hơi đơ hok biết mạng hay máy,Neutral,Negative
sản_phẩm tuyệt_vời nhân_viên hỗ_trợ hết_mình máy nhanh mượt màu vàng mới sang_trọng,Positive,Positive
em muốn đổi realmenumberi numberg number lấy con nay bù bn tiền shopem mua hơn number tháng,Negative,Negative
nói_chung bình_thường xem youtube hơi nhòe mới dùng number ngày biết thế_nào,Negative,Negative
camera chụp ko đẹp mình hơi thất_vọng màu nhạt chụp xấu ảnh lưu đẹp hơn tí camera ảo pin dùng number ngày,Negative,Negative
sài đc máy hay đơ cả đọc báo pin trâu nghe gọi đọc báo tụt nhanh xem phimgame,Negative,Negative
điện_thoại đẹp camera chụp siêu nét hề lag giật hết loa to vân tay màn_hình_thể ss number chạm,Positive,Positive
mua đt đc number ngày pin tuot wa nhanh sac numberhnumber tôi sáng mặt number pin that vọng,Neutral,Negative
tốt sài sang_trọng cá_tính lĩnh lãm choi game khong lac that tiet voi dt,Positive,Positive
sản_phẩm quá tuyệt_vời mọi thử diễn nhanh ngoài mong_đợi nhân_viên vui_vẻ mong tgdđ sớm dịch_vụ dán máy ppf,Positive,Neutral
mua number tháng mọi thứ ổn phàn_nàn màn_hình sắc nét loa lớn phản_hồi nhanh chơi game pin dùng khoảng number ngày làm rơi number lần xước xác tóm tốt trong tầm giá,Positive,Positive
sản_phẩm đẹp chất_lượng tốt nhân_viên tư_vấn nhiệt_tình uk,Positive,Positive
ưu_điểm máy thiết_kế đẹp pin trâu chạy mượt đặc_biệt thương_hiệu việt nam nhược_điểm máy_tính_năng hẹn giờ tắtmở nguồn tự_động quay số nhanh number tính_năng ngon,Positive,Positive
e mới mua sáng mơi thủ ổn ok camera tôi kg biết vận đề ạh,Neutral,Positive
e mua máy numbertrnumber máy đẹp loa rõ cam xiu đẹp luôn nè màn_hình xem phim cực cầm tay luôn nói_chung ok nhân_viên tgdt ômôn_thơ tư_vấn nhiệt_tình vs đẹp_trai dễ_thương lắm nha anh mạnh_í,Positive,Positive
máy mạnh chơi game mượt tuy_nhiên màn_hình tràn viền đẹp nói_chung xứng_đáng_giá tiền thái_độ phục_vụ tgdd tốt,Positive,Positive
lỗi quá chắc máy mới samsung cập_nhật phần_mềm tương_thích máy sài dễ nóng,Negative,Negative
máy mới cập_nhật bản miui number tự_nhiên làm camera tệ hơn nó rè sao ý ae cân_nhắc trc cập_nhật,Negative,Negative
bữa number giảm numberk tiền mua đến tiền mua hết giảm mua xong number hôm giảm_giá cay trải nghiệm thấy ổn thôi kệ coi mình đen mua giá number hk number,Neutral,Negative
sạc nhanh numberw tặng sạc dụ phong numberw liệu đáp_ứng đủ cảm_biến vân tay ko nhạy hơi thát vọng còn máy mượt cam đẹp ok hết,Positive,Positive
máy dùng ở mức khá ok chức_năng linh_hoạt android thời_điểm hiện number năm sử_dụng máy chiến pubg number tiếng máy mua về chơi game sang haha,Positive,Positive
mình dùng number tháng nhìn_chung khá hài_lòng kiểu_dáng chất_lượng máy number điểm hơi buồn phần cạnh máy dễ xước quá dù sử_dụng ốp bảo_vệ,Positive,Neutral
máy xài hay đơthấy hối_hận mua numbers nàyđộ sáng màn_hình kem màn_hình khong bang dt sam saung,Negative,Negative
máy chất_lượng mượt cấu_hình ok sử_dụng thích tôi hài_lòng về sản_phẩm,Positive,Positive
cấu_hình dùng ngon tất_cả ok trừ màn_hình ngoài_trời sáng cực mờ tối chất_lượng màu_sắc cực_kì tệ,Positive,Neutral
mua hôm number về nhà tự xem review ý_kiến mình thấy nhân_viên giới_thiệu ví_dụ chip snap mạnh thật dòng number hơi chán hay sạc nhanh mình sạc cả tiếng mới number mình thuộc dạng mù công_nghệ thấy thế hơi chán giờ đổi sang một con giá_trị tương_đương redmi note number hay note number mong nhận hồi_đáp sớm,Negative,Negative
tưởng lổi number cái ai dè đổi cái mới cũng y chan quá trời lổi spcập nhật phần_mềm sài được number bữa lại lổi tiếp ko biết samsung tung sp này mà kiểm lổi hết hả j á yêu_cầu có chính_sách đổi_mới dòng khác đợi phản_hồi từ điện_máy xanh và thi tgdd chứ mất_lòng tin quá rồi,Negative,Negative
tôi muốn mua máy ss anumber number ngày cảm_giác pin quá yếu tôi muốn đi đổi máy khác trong tôi trơi number trận game number phút hết number pin họ bảo màn_hình tôi test thử máy khác setting number đồ họa_lượng pin chênh lệnh number pin tiếp nguyên pin number tiếng sấp number pin rõ tôi tắt tất_cả ứng_dụng chạy ngầm họ test bảo tôi máy bình_thường họ áp_đặt lý_lẽ họ máy tôi bình_thường,Negative,Negative
máy sài đc một tuần bi đung máy đem tgdđ đổi máy mới về sai loi chẳng hiểu sao zalo tiktot messenger bi đung may cu tat nguồn khoi động sd hơn một ngày đung máy thật thất vong thật,Negative,Negative
điện_thoại chán lắm anh họ mình mua number tháng lộ khuyết_điểm màn_hình tối máy đơ lướt ko mượt loa rè nghe ko ấm nguyên màn_hình cam lồi ko thích ram dư ít đến app tăng bộ_nhớ máy ko thể hỗ_trợ nổi_thiết phụ_kiện hỗ_trợ dòng điện_thoại hiếm ở quê vỡ màn_hình chạy tp thay nói_chung bất_tiện,Negative,Negative
pin khỏe quá thích nhất em về pin camera thấy khá tốt thích cam góc rộng can chụp cận_cảnh,Positive,Positive
làm loa kép quảng_cáo sailoa đơn nhé nghe nhạc thứ nghe number loa duy_nhất hãng khác nghe cả number loa,Negative,Negative
mua number ngày dùng ổn đa_nhiệm game kém hỏng củ sạc k hiểu sao em hỏi học củ sạc bảo_hành k ạ,Negative,Negative
biết mọi ng thế_nào mình xài thấy ok lắmpin trâu cảm_ứng tốtvân tay hơi kém chút ok lắm,Positive,Positive
máy ngon trong tầm giá pin trâu dùng tốt tội chơi game hơi lag number chút_xíu liên_quân mobile hỗ_trợ numberfps máy mình thấy hơi thất_vọng một_chút,Neutral,Positive
giá nó hình_vuông cạnh màn number quá oknhưng dc nhỏ võ tốt sao ip ko nâng_cấp camera cao chút nhỉ,Negative,Neutral
gần number tháng xài máy cảm_thấy êm mượt pin tuy mau hết trâu hơn android máy pin tới number android tầm number ngàn mấy bạn xài jnumber pr sánh mới biết mau hết pin dùng numberg còn dùng wif ok lắm nói_chung thích dự mua ipnumber tiếp_tục xài,Positive,Positive
okthiết kế đt đẹpđiều pin tuột nhanhchụp hình ok chơi game bao mượt,Positive,Positive
anumbers lỗi cảm_ứng kém hay đơ máy mang samsung bảo_trì bảo xong mang về chả thấy khác,Negative,Negative
mình mới mua máy hôm number thấy nhìn_chung xài tạm camera xấu mờhình ảnh nhạt sắc nét quảng_cáo chụp hình thua cả con jnumber cũ cảm_ứng chậmvi xử_lý chậm,Negative,Negative
dạ em hỏi number pro max sạc nóng máy xài bằng sạc dự_phòng mua ở tgdd luôn thử lấy sạc máy khác nóng dòng nay sạc nóng hay sao ạ,Negative,Negative
máy hay đơ ấn nút nguồn mãi sáng màn_hình dù máy mới mua number ngày quá tệ đừng ai mua máy,Negative,Negative
mong_đợi sử_dụng number tháng pin tuột nhanh lỗi phần_mềm ko tự đăng_nhập wifi hay lỗi một sim tắt mở mới,Negative,Neutral
mình mua number tháng sài đc thỉnh_thoảng vô ứng_dụng tự_nhiên sang ứng_dụng thấy hơi khó_chịu đơ máy ko biết sao chơi game cấu_hình cao ok liên_quân cấu_hình nó đơ máy đầu về mượt khắc_phục đơ máy hoặc tự chuyển ứng_dụng khắc_phục mong ad giúp,Neutral,Negative
giá nói tất_cả number pro max đỉnh thật nhân_viên nhiệt_tình hài_lòng về thái_độ tiếp_đón phục_vụ ai khả_năng tậu number con,Positive,Positive
mình dùng hơn tuần mình thấy may ok cảm_ơn tgdd nói_chung pin trâu chơi game mượt chụp ảnh đẹp giá tiền hợp_lí,Positive,Positive
ai tình_trạng giống mình ko pin tối đi ngủ đến sáng tốn number sáng dậy đi làm number đến chiều về còn number,Negative,Negative
sản_phẩm sử_dụng oke chắc_chắn nhân_viên phục_vụ tốt nhiệt_tình hài_lòng mua ở tgdđ,Positive,Positive
điện_thoại em mua đc number tháng mấy ngày đầu mượt về dấu_hiệu lag hay đứng máy em chơi liên_quân lag giật liên_tục cách nào khắc_phục ạ,Neutral,Negative
sản_phẩm chụp hình đẹp pin oki màu xanh đẹp tuy_nhiên vao facebook zalo nhập nhanh out biết lỗi máy hay cấn nút,Positive,Positive
mọi thứ quá ok trừ camera quá cùi bắp thua con nova numbere cũ mình nói cchung hơi thất_vọng sử_dụng,Negative,Negative
sp tuyệt_vời giá phù_hợp pin dùng lâu hết nhân_viên tư_vấn nhiệt_tình ủng_hộ tgdđ,Positive,Positive
máy gần number tháng dùng tạm ok về cấu_hình mức giá lâu_lâu máy đơ k mở đc ứng_dụng xong fai reset pin dùng nhanh tụt pin biết khắc_phục k,Negative,Negative
quá tuyệt_vời 🤣 máy sài ngon chơi game mượt chụp ảnh đẹp quá tốt trong tầm quá mọi người xem thử xem s nhé,Positive,Positive
khiêng number em về dùng tuyệt luôn màn_hình sắc nét chụp ảnh miễn chê pin ổn nhân_viên phục_vụ nhiệt_tình,Positive,Positive
sản_phẩm chắc_chắn pin ổn độ nhạy cao chiến tốt dòng game cấu_hình thấp tuy_nhiên sóng wifi yếu hơn sản_phẩm khác number vạch sạc sờ máy giật mất an_toàn đánh_giá bình_thường,Positive,Negative
sản_phẩm túi_tiền pin khoẻ sóng khoẻ dùng đc number tháng thấy mọi thứ ko phàn_nàn,Positive,Positive
ko biết mình mua máy dỡm ko máy mình chơi nó lag vãi tác vụ bình_thường giật chơi liên_quân thôi tụt fbs dã_man thật thất_vọng bỏ number củ mua đt,Negative,Negative
mình cách đổi nhạc chuông trong máy number nhạc chuông mặc_định đổi xong nó quay về nhạc đầu_tiên,Negative,Negative
tiếc tiền quá máy hay đơ chụp hình hỡi_ôi luôn tái_tái kiểu sao hình_ảnh k trung_thực đọc báo_hình minh_họa chạy k hình luôn,Negative,Negative
mới mua cảm_nhận thấy ổn chị nhân_viên tên yến tư_vấn nhiệt_tình dễ_thương duyên_dáng,Positive,Positive
sản_phẩm sài tốt pin trâu camera tạm đc chíp mạnh chơi game mượt màn_hình sắc nét,Positive,Positive
số tiền bỏ xứng_đáng chất_lượng nhận vân tay hầu dùng camera quá kém,Negative,Negative
kéo thanh công_cụ xuống nó khí cả màn_hình xanh_lè luôn ai em ạ,Negative,Neutral
sản_phẩm tệ nhất tui mua camera tệ ko nhận sim đc cấu_hình ko thích chút nào độ phân_giải numberp v chơi game ko lag,Negative,Negative
màn_hình lâu_lâu chớp một làm_sao ad chớp khó_chịu quá khởi_động máy r nó y v,Negative,Negative
dùng đc number tháng r máy ok mình chơi game ngày hơn number tiếng thấy đt bt k quá nóng k lag nói_chung ok,Positive,Positive
mới mua ở điện_máy xanh nhân_viên tư_vấn nhiệt tìnhsau một_vài đánh_giá mình máy giá bình_dân dùng tốt pin châu chụp hình tạm vân tay nhạymọi người mua máy,Positive,Positive
máy cực tệ chơi giật lag liên_tục mặc_dù mới mua lướt web đơ lâu_lâu tự out lun cam quá tồi lấy nét quá chậm,Negative,Negative
mua hơn number tuần cảm_nhận mượt game full setting máy sạc nhanh hút numberg wifi cực mạnh yếu điểm ở bấm tí nóng máy hay đơ hình lướt đọc tin báo online nhân_viên tgdd nhiệt_tình giá đầu mua numbertrnumber giờ còn numbertrnumber ưu_đãi tốt game thủ nhá,Positive,Positive
xài đc number tháng máy chạy tốt game mượt pin trâu xài number ngày mới hết nghe gọi rõ phim xem sắc nét xứng_đáng numbertr,Positive,Positive
dùng number tháng máy siêu mượt cam đẹp màn_hình đẹp pin dùng nhẹ_nhàng gần number tiếng tốt,Positive,Positive
máy mới_đầu mở cmr hơi mờ nhưmg chụp xong xem thù ok máy pin trâu chơi game ok nosi chung k chê,Positive,Positive
pin trâu bòsài ổnhôm đi làm về bỏ_túi quần quên mang rathế vk đem ngâm nướcnumberp nhớ thìtính âu tiêu goyai ngờ sài okcó h camera vô nước chụp hình mờvi diệu quákkkkk,Positive,Positive
mới mua hôm_nay giao hàng hôm_nay nhanh hàng sài tc r giờ sài tiếp nói_chung em quá oke quá ok giá tiền thanks shop,Positive,Positive
mình mới mua đc numberthang nhận_xét máy sài quá ok ko chê đâu pin khá trâu camera chụp quá đẹp chơi game mượt màn_hình xem phim quá đẹp nói_chung mọi chức_năng quá ok,Positive,Positive
mới mua hồi sángmáy đẹp tuyệt vờipin cực đỉnhcamera đẹp hơn oppo fnumber mình sàivới tầm giá ok về ngoại_hình lẫn thời_lượng pin bắt sóng wifi yếu quá màn_hình ám vàng mình thích sáng trắng,Positive,Positive
mới mua đánh_giá điện_thoại hiện dòng thống báo tải xuống âm_thanh xoá,Negative,Negative
mua lần number đem đổi xong lỗi khác đem bắt đi bảo_hành sài trọn đc number ngày sạc siêu nhanh numberp nỗi number sáng mua chiều đêm coi lỗi bảo máy cong bán hàng y đưa đt hõng bán mình lần number ta number đỗi number đặng mất lợi trao_đổi cũa mình v mua đt number lần rlần nào number đỗi number mới sài_chuẩn,Negative,Negative
mới mua nửa tháng máy loạn cảm_ứng máy còn number pin sập nguồn cắm sạc,Negative,Negative
phù_hợp game thủ mình màn_hình nhỏ thiết_kế phong_cách lạ lạc_hậu,Negative,Positive
cảm_ứng nhạy lắm pin siêu khủng chụp ảnh chấp_nhận loa to tầm giá hợp_lý,Positive,Positive
e mới mưa đc number tháng e mới cập_nhật phiên_bản miui mới nhất e sử_dụng thấy nó tụt pin nhanh quá mún xuống bản cập_nhật cũ làm_sao ạ,Negative,Negative
mới mua hơn gần number tuầnlúc đầu chơi game đúng nóngnhưng phiên_bản cập_nhật miui number mới nó còn nóng nữachơi liên_tục cả number giờmang ốp lưng ấm thôimáy bạn youtuber kinh quá,Neutral,Neutral
sản_phẩm tuyệt_vời pin trâu cấu_hình tốt trong tầm giá nhân_viên bán hàng nhiệt_tình tư_vấn tốt màu sáng đẹp hơn trong ảnh,Positive,Positive
em mua máy mới gần number tháng màn_hình bây_giờ loạn xí ngậu pin sụt nhanh hơn cách người_yêu nói câu chia_tay đem bảo_hành bảo ko sao đem về dùng numberh đầu ok ổn tưởng xong_xuôi ai_ngờ giờ nhấn chữ ok thôi làm mãi ko đc mong shop phản_hồi nhanh em còn biết cách khắc_phục,Negative,Negative
pin kém còn mọi chức_năng khác thấy ôkemua đk number tuần thấy giá giảm mất numbertrmáy mới giờ ốp thay_thế chán,Neutral,Negative
mới mua một tháng mấy lỗi bóng mờ đi đổi trả bảo xước đổi nhân_viên nhiệt_tình thôi,Negative,Negative
điện_thoại nhanh hết pinkhông sử_dụng mất numberpinsử_dụng tuột pin cực kìchán,Negative,Negative
mới mua về xài number ngày bắt wifi trong mình thử điện_thoại khác vô wifi bực_bội tự ngắt wifi kết_nối cả chục lần,Negative,Negative
đừng mua máy giảm sài hay đơ tn tự nhảy loạn sp kém quá thường_xuyên loạn cảm_ứng đến chế_độ xoay tự_động tùy hứng thích xoay k thôi cảm_thấy bỏ tiền vô anumber k đáng,Negative,Negative
máy tốt mượt chơi game khá ổn tuy ốp lưng tgdđ đặt tiki shoppee sendo,Positive,Positive
nghe bảo pin trâu mình cảm_thấy thất_vọng về pin cực_kỳ mọi thứ ok pin mong_đợi,Neutral,Positive
tôi dùng giờ k ý_định mua samsung dùng nữamua iphone đung ổn_định lâu_dài hơn độ bền cao hơn hẳn,Negative,Negative
cập nhập bản vá lỗi chơi bubg ko loạn cảm ứngvân tay nhạy hơntuyệt vời,Positive,Negative
tuyệt_vời máy mướt mườn_mượt sạc nhanh number trong vòng tối_đa number tiếng number đựu giảm number triệu number trong vòng number tuần mua number vnd tuần giảm number vnd tuần giảm thêm number vnd còn number vnd nó đau ta nói,Positive,Positive
máy tốt hết tội nghe người khác nói chức_năng truyền sang tv máy mình k cónhận diện khuôn_mặt hơi lâu buồn number sao,Neutral,Positive
kết_quả number năm sử_dụng máy quá lag rần đứng hình chơi game đặt biệt liên_quân fps tuột kinh_khủng bật cấu_hình bình_thường thuipin number mah tuột nhanh hơn tuột quần tôi khuyên ae mua chơi game đừng bao h mua con,Negative,Negative
máy xài tốtlâu hết pin máy nhạycamera đẹp đáng mua xàigiá ok,Positive,Positive
xem number clips youtube thời_lượng number phút rớt number pinchỉ độ sáng phân_nửa quá tệ,Negative,Negative
tất_cả tuyệt_vời trừ màng hình hiển_thị ratheo cảm_nhận e thấy mang hinh hiển_thị ipnumber e đẹp bằng oppo fnumbers e hay màng hình ipnumber e vấn_đề,Neutral,Negative
sản_phẩm điện_thoại xài tốtpin bình_thường,Positive,Positive
máy xài ok đáng đồng_tiền phân khúc nhiêu tiền đc cấu_hình ram numberg bộ_nhớ numberg máy còn quan_trọng biết cách khai_thác hết hiệu_năng máy ko mình thấy máy xài mượt chẳng lỗi ko hiểu sao bạn phàn_nàn,Positive,Positive
mới mua number tiếng máy lác chậm quá tệ giá tiền number triệu mai đổi máy khác k ạ,Negative,Negative
khá nặng chị_em phụ_nữ mua lưu_ý còn về hiệu_năng xiaomi nào cx oke,Positive,Positive
wa tệ tải number tựa game lớn ffmobile leagunliên quân ứng_dụng fbzalobnumber hay tắc nguồn tới thegioididong bảo máy wa nặng nóng tong tất_cả cộng mới tầm numbergb bộ_nhớ numbergb tạo sài bao_nhiêu hệ_thống chiếm numbergb chơi liên_quân ko bật max setting bật lag chán chả muốn nói wa phí numbertr mua con xài,Negative,Negative
màn_hình mướt sóng quá yếu sóng ko bằng sam sung galaxy jnumber cũ của mình vào phòng ngủ mà ko có number vạch sóng nào trong đó con sam sung galaxy jnumber cũ của mình sóng đầy cột mình mua mới dc có number ngày_giờ ko biết làm_sao được nữa cứ vào phòng ngủ là ko có sóng,Neutral,Negative
máy ok xài ổn sạc hơi lâu nói_chung ổn_định mua thêm biết nào giảm_giá tiếp,Neutral,Positive
