comment,sentiment,main_aspect,n_star,aspects_list
buồn cảm_ứg nó quá kémđa số đáp ứg cầu chơi game nhắn_tin khó nononono,Negative,FEATURES,3,"[('FEATURES', 'Negative')]"
cấp nhật phần mềmmay chơi gêm hơi yếu màn_hình rễ vỗcon tất_cả thấy ổntoi dùng hơn number tháng,Negative,SCREEN,4,"[('SCREEN', 'Negative'), ('PERFORMANCE', 'Negative'), ('GENERAL', 'Positive')]"
sản_phẩm thiết_kế sang_trọng mạng nhanh đẹp cầm pin xài lâu hếtcấu hình mạnh,Positive,FEATURES,1,"[('FEATURES', 'Positive'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('DESIGN', 'Positive')]"
rước em nó về moi thu ok game mượt camera tam ổnloa nghe nhạc hay lắmmau sắc hiển_thị k đẹp lắm,Neutral,SCREEN,4,"[('SCREEN', 'Negative'), ('CAMERA', 'Neutral'), ('FEATURES', 'Negative'), ('PERFORMANCE', 'Positive'), ('GENERAL', 'Positive')]"
mua number tháng đánh_giá number camera bình_thường xuất_sắc selfie tốt number pin cực trâu chơi game youtube đc number ngày còn dùng nghe gọi fb number ngày number wifi ổn_định lắm number chơi game khá mượt máy ko quá nóng ấm nhẹ,Positive,CAMERA,4,"[('CAMERA', 'Positive'), ('FEATURES', 'Negative'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive')]"
mọi thứ tốt tầm giá đáng khen nhất wifi pin vv đánh_giá thôi kêu ít thêm dòng đăng đánh_giá sản_phẩm tốt,Positive,FEATURES,5,"[('FEATURES', 'Positive'), ('BATTERY', 'Positive'), ('PRICE', 'Neutral'), ('GENERAL', 'Positive')]"
mọi thứ ok tới đến máy_ảnh bấm lấy nét mất đến numbers nó mới chịu chụp chế_độ chụp đêm vài lỗi thể kết_nối camera mình đổi máy khác,Neutral,CAMERA,2,"[('CAMERA', 'Negative'), ('GENERAL', 'Positive')]"
bán đắt lòi còn khung kim_loại khung nhựa rõ_ràng xem review kênh công_nghệ nói khung nhựa khung kim_loại kể_cả loại cao_cấp vạch ăng ten bằng nhựa loại khung bằng nhựa cố_tình nói khung kim_loại lùa đảo,Negative,DESIGN,1,"[('DESIGN', 'Negative'), ('PRICE', 'Negative')]"
ko tai_nghe sao chơi game pubg phát_hiện tiếng chân chuẩn đượctính mua thôi,Negative,SER&ACC,3,"[('SER&ACC', 'Negative')]"
máy lỗi màn_hình sử_dụng một thời_gian xuất_hiện kẻ ngang màn_hình nút nguồn nút tăng giảm âm_lượng trễ ấn mấy lần mới,Negative,SCREEN,2,"[('SCREEN', 'Negative'), ('DESIGN', 'Negative'), ('GENERAL', 'Negative')]"
mới mua về test mua giá hời numbertrnumber number sao đánh_giá,Positive,PRICE,5,"[('PRICE', 'Positive')]"
chơi game duy chuyển luôn khựng lâu_lâu y trời chồng đừng cứng ngắt tăng numberms khựng ko chơi bất_kỳ game nào game nào duy chuyển kèm thao_tác ko cảm_ứng ko nhạy mua trả_góp giờ đống đủ tiền ko biết sao,Negative,FEATURES,1,"[('FEATURES', 'Negative'), ('PERFORMANCE', 'Negative')]"
sài tốt xem youtube numberphút tụt number xem khômg quá nóng nhé xem tiktok numberphút tụt number chơi game tới chơi game nhẹ vân tay khuôn_mặt nhạy khuôn_mặt trong khiện thiếu sáng nhận_diện hơi khó nhé bắt wifi sóng sim tốt âm_lượng lớn camera chụp ok rõ nét ko mất chi_tiết nhoè độ sáng tốt number nhìn rõ ở ngoài_trời sạc number tốn hơn numbertiếng number chút,Positive,CAMERA,5,"[('CAMERA', 'Positive'), ('FEATURES', 'Positive'), ('BATTERY', 'Neutral')]"
mình mới mua máy đc number hôm đêm pin nó giảm number mình hỏi pin lỗ ko,Negative,BATTERY,3,"[('BATTERY', 'Negative')]"
mới mua dc number về cảm_thấy thất_vọng mấy lag mặc_dù về game offline thời lagmấy đơ nhịurất thất_vọng,Negative,PERFORMANCE,1,"[('PERFORMANCE', 'Negative'), ('GENERAL', 'Negative')]"
sở_hữu e nó gọi tuyệt mọi thứ tuyệt sở_hữu e nó đặt_hàng chơi pubg max đồ_hoạ luôn mới ghê còn liên_quân tẹt ga,Positive,PERFORMANCE,5,"[('PERFORMANCE', 'Positive'), ('GENERAL', 'Positive')]"
máy đẹp màn_hình to thích_hợp người hay xem phim mình ai ý_định mua máy chơi game mình khuyên ko nhé điểm trừ bắt sóng quá yếu ko ốp lưng,Negative,SCREEN,3,"[('SCREEN', 'Positive'), ('FEATURES', 'Negative'), ('PERFORMANCE', 'Negative'), ('DESIGN', 'Positive'), ('SER&ACC', 'Negative')]"
nói_chung ngon công_nghệ hay mới_mẻ rát hài_lòng về sản_phẩm ngoại quan máy đẹp mỏng đặt biệt màu bạc đẹp,Positive,FEATURES,5,"[('FEATURES', 'Positive'), ('DESIGN', 'Positive'), ('GENERAL', 'Positive')]"
máy quá tệ cảm_ứng đơ ko nhạy mặc_dù lướt fb coi youtube chạy ko nổi sản_phẩm tệ,Negative,FEATURES,1,"[('FEATURES', 'Negative'), ('PERFORMANCE', 'Negative'), ('GENERAL', 'Negative')]"
tính quá tệ tầm giá độ mượt kém bắt wifi siêu kém cảm_ứng nhạy_cảm_biến vân tay khuôn_mặt quá chán mới mua đt đc number tuần muốn đổi đt khác r dù s vớt dc tgdd dịch_vụ nào good,Negative,FEATURES,2,"[('FEATURES', 'Neutral'), ('PERFORMANCE', 'Negative'), ('PRICE', 'Neutral'), ('GENERAL', 'Negative'), ('SER&ACC', 'Positive')]"
ae chê thế nhỉmình dùng thấy ổn màsau mấy bản cập_nhật vân tay ổn hơnmở khuôn_mặt nhanhlúc chậm number đến_nỗi nàohiệu năng chơi đồ_hoạ trung_bình ổncamera chụp tối mình quá tuyệt luôn,Positive,CAMERA,5,"[('CAMERA', 'Positive'), ('FEATURES', 'Negative'), ('PERFORMANCE', 'Positive'), ('GENERAL', 'Positive')]"
ss nói_thẳng thương hiệumua máy sài hết bảo_hành_ta nói nó tệdò tài khoảng báo liên kếtbắt wifi yếugam numbergb chơi game liên_quan nó giật đừng nóigiá gần numbertr xem youtube hay nghe gọinói thật dùng ip gam numbergb chấp ss gam numbergb máy sài ko lỗi bao mượtmua ss mua vmark việt_nam,Negative,FEATURES,1,"[('FEATURES', 'Negative'), ('PERFORMANCE', 'Negative'), ('PRICE', 'Neutral'), ('GENERAL', 'Negative'), ('SER&ACC', 'Negative')]"
máy sạc pin hay nóng chụp ảnh gửi hay mờ pin hai nhanh nhất đêm number •,Negative,CAMERA,4,"[('CAMERA', 'Negative'), ('BATTERY', 'Negative')]"
mua làm máy phụ ok luôn mọi thứ ổn hết đầu setup hơi lag dùng mượt lỗi nhận_diện khuôn_mặt anh_em mình mặt k giống nhau lắm mở máy v,Negative,FEATURES,5,"[('FEATURES', 'Negative'), ('PERFORMANCE', 'Neutral'), ('GENERAL', 'Positive')]"
thích màn_hình to cam_k hay chụp lắm đánh_giá đc đợt saupin ok bền âm_thanh to tội thu sóng hơi kém,Positive,SCREEN,4,"[('SCREEN', 'Positive'), ('CAMERA', 'Neutral'), ('FEATURES', 'Neutral'), ('BATTERY', 'Positive')]"
mình mua điện_thoại number tuần mình khá thích nhìn_chung máy khá đẹp màn_hình to camera chụp đẹp chụp góc rộng luôn pin khá trâu ngày đầu_tiên mình mua về mình sạc pin sạc hơi lâu nha tầm number tiếng number phút mới đầy á sử_dụng lâu lắm mình sd đc number ngày luôn mấy hôm sd mxh cả ngày pin hao_hụt xíu ok trong tầm giá,Positive,SCREEN,4,"[('SCREEN', 'Positive'), ('CAMERA', 'Positive'), ('BATTERY', 'Positive'), ('DESIGN', 'Positive'), ('PRICE', 'Neutral'), ('GENERAL', 'Positive')]"
quá ngon luôn máy đẹp cầm đầm tay camera chất hiệu_năng tốt pin khỏe sạc nhanh,Positive,CAMERA,5,"[('CAMERA', 'Positive'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('DESIGN', 'Positive'), ('GENERAL', 'Positive')]"
điện_thoại yếu sóng mạng chậm rùa mặc_dù numberg mạng chậm lỗ xem video mặc_dù xem ở chế_độ thấp nhất cập_nhật hết phiên_bản mới thấy thay_đổi mong nhà sản_xuất khắc_phục lỗi mạng yếu sóng mua đắt còn thua đt trung quốc hơn numbertriêu mạng còn nhanh hơn nhiều,Negative,FEATURES,2,"[('FEATURES', 'Negative'), ('PRICE', 'Negative'), ('SER&ACC', 'Negative')]"
mới mua tối hôm quamáy đập_hộp quá đẹp đáng đồng_tiền bát gạonhân viên ở điện_máy xanh thị_trấn đak mil tư_vấn nhiệt tìnhdễ thương nữaluôn luôn ủng ho điện_máy xanh,Positive,DESIGN,5,"[('DESIGN', 'Positive'), ('PRICE', 'Positive'), ('SER&ACC', 'Positive')]"
mình mua máy được number tháng rùi mọi thứ oktuyệt vời từ phiên_bản mới cập_nhật thì cảm_biến vân tay cảm_nhạy hơn và màn_hình mượt hơn 🤩,Positive,FEATURES,5,"[('FEATURES', 'Positive'), ('PERFORMANCE', 'Positive'), ('GENERAL', 'Positive')]"
mới nhận máy hồi sáng âm_thanh tốt thấy lỗi gì chạy mượt camera chuẩn nét với giá tầm trung_vậy là quá ok,Positive,CAMERA,5,"[('CAMERA', 'Positive'), ('FEATURES', 'Positive'), ('PERFORMANCE', 'Positive'), ('PRICE', 'Neutral'), ('GENERAL', 'Positive')]"
sao máy mình mở khóa màn_hình thi_thoảng trường_hợp hiển_thị hình nền k nổi icon thế_nào ạ chờ numbers nó mới nổi icon lỗi k ạmới mua dc number ngày,Negative,PERFORMANCE,4,"[('PERFORMANCE', 'Negative')]"
em hỏi em dùng iphone numberplus ios mới nhấtem hay xem youtube maya hôm_nay tải video xuống xem mạng khôngcứ tải xong number video tắt bật wifi mới tải dc e xin cách khắc_phục ạe xoá youtube tải,Negative,FEATURES,5,"[('FEATURES', 'Negative')]"
máy xài ok chơi game mượt pin trâu sạc nhanh thuận_tiện cam ổn cam tệ bạn nào ít nhu_cầu_tự sướng chủ_yếu chơi game xem phim xài ok mình xài iphone lần đầu chuyển xài android ủng_hộ hàng việt kết_quả tốt hơn mình mong_đợi,Positive,CAMERA,5,"[('CAMERA', 'Neutral'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('GENERAL', 'Positive')]"
độ nhạy cao bằng lenovo đeo găng_tay dùng lắp thẻ sd thấy máy báo gắn thẻ,Negative,FEATURES,3,"[('FEATURES', 'Negative'), ('STORAGE', 'Negative')]"
number tháng sử_dụng máy khá ngon nghe phốt nói máy nóng mình dùng thấy bình thườngchơi game cấu_hình bình_thường thôi đủ máy nào chơi game max setting chả nóng mình chế_độ bình_thường chơi codpubg khá ngon mượt chơi lâu máy hơi ấm ko nóng pin trâu nói_chung ok bạn nào muốn chơi game máy mua ko hối_hận đâu,Positive,BATTERY,5,"[('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('GENERAL', 'Positive')]"
tất_cả ổnmáy mượt camera hài_lòng chụp ảnh k nétai chú_trọng camera mua sản_phẩm nhân_viên cửa_hàng nhiệt_tình thân_thiện,Positive,CAMERA,3,"[('CAMERA', 'Negative'), ('PERFORMANCE', 'Positive'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
ai ý_định mua đọc bình_luận mình đừng mua nhé mới mất number phí ngu người đổi sang fnumber đt cầm nặng_tay mệt lắm hd hình facebook nhòe hay hiện trang quảng_cáo cắm loa nghe nhạc cảm_ứng loạn thôi nghe quảng_cáo hay lắm rang đợi number ngày máy lấy thực thất_vọng nặng luôn đổi fnumber còn hơn gấp mấy lần,Negative,SCREEN,2,"[('SCREEN', 'Negative'), ('FEATURES', 'Negative'), ('DESIGN', 'Negative'), ('GENERAL', 'Negative')]"
chất_lượng sản_phẩm tốt lướt mượt hiệu_ứng nhanh chơi thoải_mái phục_vụ tốt,Positive,FEATURES,5,"[('FEATURES', 'Positive'), ('PERFORMANCE', 'Positive'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
đợt giảm_giá mua máy màu hồng e gái nó dùng thích camera chụp hình đẹp sống ảo chế_độ chụp cận_cảnh ss quảng_cáo chụp đẹp ảnh kiểu art còn pin màn_hình thứ ổn km giảm_giá mua nha bạn,Positive,SCREEN,5,"[('SCREEN', 'Positive'), ('CAMERA', 'Positive'), ('BATTERY', 'Positive'), ('GENERAL', 'Positive')]"
number tuần dùng thử máy thiết_kế đẹp cầm tay chạy mượt pin dùng number ngày dùng lâu sạc nóng máy chụp ảnh khá đẹp tóm hài_lòng đúng ngon bổ rẻ number nhân_viên ở siêu_thị vĩnh bảo hp tư_vấn nhiệt_tình,Positive,CAMERA,5,"[('CAMERA', 'Positive'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('DESIGN', 'Positive'), ('PRICE', 'Positive'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
máy ms mua thấy cx okchơi gem mượt cx giật tí camera oktốt trg tgia,Neutral,CAMERA,4,"[('CAMERA', 'Positive'), ('PERFORMANCE', 'Neutral'), ('PRICE', 'Neutral'), ('GENERAL', 'Neutral')]"
điện_thoại kiểu_dáng sang_trọng phong_cách tốc_độ xử_lý cực nhanh choi game nặng rat ok,Positive,PERFORMANCE,5,"[('PERFORMANCE', 'Positive'), ('DESIGN', 'Positive')]"
cảm_ứng quá tệ nhảy lung_tung kg nhạy đổi khác cảm_thấy quá thất_vọng về samsung,Negative,FEATURES,1,"[('FEATURES', 'Negative'), ('SER&ACC', 'Negative')]"
pin khủng thật chơi game bằng wifi hơn number tiếng hết pin nghe_đâu chip mới tiết_kiệm pin ít nóng máy mượt kém chip đời number quả_thật sai tiếp_tục ủng_hộ vivo,Positive,BATTERY,5,"[('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('SER&ACC', 'Positive')]"
máy quá tuyệt_vời trãi nghiệm mắt bộ phim fhd pin cam number fan vivo xài number dòng vivo con nào chụp hình đụp,Positive,SCREEN,5,"[('SCREEN', 'Positive'), ('CAMERA', 'Positive'), ('BATTERY', 'Positive'), ('GENERAL', 'Positive')]"
dt moi thứ bt wifi dg sai tự_nhiên ngắt kết_nối màng hình choi game lỗi cảm_ứng hazzzz,Neutral,FEATURES,1,"[('FEATURES', 'Negative'), ('GENERAL', 'Positive')]"
sản_phẩm tốt xài youtube zalo ổn camera number chấm quay thấy rõ mặt_tiền nào nhân_viên thế_giới di_động nhiệt_tình thậm_chí quên mang khẩu_trang còn em nhân_viên tặng khẩu_trang biết mình lỡ quên quay mua,Positive,CAMERA,5,"[('CAMERA', 'Positive'), ('PERFORMANCE', 'Positive'), ('PRICE', 'Neutral'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
samsung anumbers android number chơi game free fire nâng_cấp number game màng hình đen_thui nghe tiếng game,Negative,PERFORMANCE,2,"[('PERFORMANCE', 'Negative')]"
mới dùng number ngày máy tốt pin trâu màn_hình ko nhạy game cây ko giật lag,Positive,FEATURES,4,"[('FEATURES', 'Negative'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Neutral'), ('GENERAL', 'Positive')]"
e mới mua number tuầntuan đầu_tiên oknumber ngày_nay e ý xac pin đầy number bin xuống nhanh number e bat che độ tiết_kiệm bin tắt hết tất cat ứng_dụng ngầm nó xuống bin dù e k làm j k biết đem đi đổi khác k,Neutral,BATTERY,2,"[('BATTERY', 'Negative'), ('GENERAL', 'Positive')]"
sản_phẩm tốt thiết_kế đẹp pin trâu còn sạc nhanh hiệu_năng khỏi bàn nhân_viên phục_vụ ok khong còn chê,Positive,BATTERY,5,"[('BATTERY', 'Positive'), ('DESIGN', 'Positive'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
mới mua dùng nửa thánng ưu_điểm máy sạc nhanh chụp ảnh đẹp chơi game mượt nhược_điểm pin xuống nhanh chơi game bật mạng loa ko to lắm vân tay ko mượt,Positive,CAMERA,5,"[('CAMERA', 'Positive'), ('FEATURES', 'Negative'), ('BATTERY', 'Neutral'), ('PERFORMANCE', 'Positive')]"
e mới mua đc number ngày sao nó bắt numberg yếu sao ấy chơi game hơi lag bật mic nói ko chơi đc luôn xem youtube number hồi nó mới ổn_định mạng xoay vòng number nhà mạng sao con ss nó chạy vèo_vèo còn ip nó chán lắm ko biết dòng ip nó bắt numbergnumberg yếu,Negative,FEATURES,1,"[('FEATURES', 'Negative'), ('PERFORMANCE', 'Negative')]"
dùng ok sao sạc mãi đc number sao pin dung_lượng number hết nhanh quá,Neutral,BATTERY,3,"[('BATTERY', 'Negative'), ('GENERAL', 'Positive')]"
dùng hơn number tháng thấy máy ok gần máy hiện_tượng sạc pin chậm báo nóng máy liên_tục trong sạc chắc lỗi sạc biết mang bảo hàbh sửa lỗi thất_vọng quá,Neutral,BATTERY,2,"[('BATTERY', 'Negative'), ('GENERAL', 'Positive')]"
em mua máy number tháng trải nghiệm thấy máy ổn máy hay treo đơ,Negative,PERFORMANCE,2,"[('PERFORMANCE', 'Negative'), ('GENERAL', 'Negative')]"
loa trong rè dùng máy nhạy hay đơ bắt wifi kém đc pin khoẻ,Negative,FEATURES,1,"[('FEATURES', 'Negative'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Negative')]"
mới mua mừng number tết mấy ngon chơi game tốt pin trâu sắc nhanh mọi người chê mua về sai mới biết đung nge mọi người đánh_giá,Positive,BATTERY,5,"[('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('GENERAL', 'Positive')]"
dùng number tuần đt tốt game liên_quân mượt pubg hơi lag xiu chạy tác vụ khác mượt pin trâu xài number tiếng xuống number sạc pin numberhnumber đầy cam đẹp ko đòi_hỏi mọi thứ trong tầm giá quá tốt hãng khác ủng_hộ hàng việt_nam,Positive,CAMERA,5,"[('CAMERA', 'Neutral'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('PRICE', 'Neutral'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
màn_hình tự nhảy giờ kb ls máy_ảnh mờ đơ giật máy rẻ chấp_nhận tương_xứng giá tiền,Negative,CAMERA,1,"[('CAMERA', 'Negative'), ('FEATURES', 'Negative'), ('PERFORMANCE', 'Negative'), ('PRICE', 'Positive')]"
thử bản demo ở dmx mượt lắm mua về bàn_phím nó đơ ko đc mượt dù number đổi number chăng máy tôi mua giảm_giá numberk nó ko tốt giá numbertrnumber số seri máy,Negative,FEATURES,2,"[('FEATURES', 'Negative'), ('PRICE', 'Neutral')]"
mới mua trả gópnhân viên tggd tt thanh miện hải_dương nhiệt_tình thân_thiện máy dùng ngon sướng hơn mấy co n hãng khác ram tận numbergb pin number,Positive,BATTERY,5,"[('BATTERY', 'Neutral'), ('PERFORMANCE', 'Positive'), ('SER&ACC', 'Positive')]"
mua number máy numberplus màu vàng đồng vĩnh_yên nhân_viên tư_vấn nhiệt_tình máy đẹp bảo_hành number tháng,Positive,DESIGN,5,"[('DESIGN', 'Positive'), ('SER&ACC', 'Positive')]"
ns tht ng thân xài ch tối_ưu lắm giảm ít_nhất vs dòng máy hiện galaxy_anumber,Negative,GENERAL,1,"[('GENERAL', 'Negative')]"
samsung anumbers mình number tuần sử_dụng nhìn_chung thiết_kế khá đẹp bảo_mật vân tay nhận_diện khuôn_mặt tốt máy chạy mượt chơi pubg lâu_lâu kiểu lag tí_xíu bắt wifi numberg hơi kém load dữ_liệu chậm camera ưng lắm màu hơi nhạt xem phim nghe nhạc chất_lượng khá oke pin sử_dụng gần cả ngày bao_gồm chơi game lướt fb nghe nhạc xem phim,Positive,SCREEN,3,"[('SCREEN', 'Positive'), ('CAMERA', 'Negative'), ('FEATURES', 'Positive'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Neutral'), ('DESIGN', 'Positive')]"
điện_thoại mới mua number tuần test game call off duy liên_quân number vài game khác chơi tự_nhiên tối màng hình out ngoài buồn nhân_viên tư_vấn nhiệt_tình điện_thoại lỗi chán quá gần number triệu chơi game cấu_hình cao,Negative,PERFORMANCE,1,"[('PERFORMANCE', 'Negative'), ('PRICE', 'Neutral'), ('GENERAL', 'Negative'), ('SER&ACC', 'Negative')]"
nói_chung mình thấy dùng ổn pin trâu cam ok mới mua numberngày thôi tạm numbersao,Positive,CAMERA,4,"[('CAMERA', 'Neutral'), ('BATTERY', 'Positive'), ('GENERAL', 'Positive')]"
mua máy đổi trả tgdd dùng tốt pin trâu chụp hình đẹp sạc hơi lâu quan_trọng lắm máy nhanh mượt dùng lâu hề lag,Positive,CAMERA,5,"[('CAMERA', 'Positive'), ('BATTERY', 'Negative'), ('PERFORMANCE', 'Positive'), ('GENERAL', 'Positive')]"
sao mình mới mua number tháng điện_thoại nó chậm quáwifi mạnh coi youtube tới bếp quay_vòng_vòng ko xem nữabuồnchắc kiếm tiền mua loại khác tạm_biệt dòng vivo luôn,Negative,FEATURES,3,"[('FEATURES', 'Positive'), ('PERFORMANCE', 'Negative'), ('SER&ACC', 'Negative')]"
mức giá v quá tệ nói cung tệ máy yếu cảm_biến vân tay kém hầu sài đuoctheo tiền mua máy nài mua dt mức thấp hon hãng khác chất sài ok hơnhứa dám sài sam sung lần number,Negative,FEATURES,1,"[('FEATURES', 'Negative'), ('PERFORMANCE', 'Negative'), ('PRICE', 'Neutral'), ('GENERAL', 'Negative'), ('SER&ACC', 'Negative')]"
dt joynumber ram numberg mới mua dc number tuần chơi game mic vắng_tiếng gamekhi mờ mic chơi taemcó cách nào khắc_phục ko ạk,Negative,FEATURES,2,"[('FEATURES', 'Negative'), ('PERFORMANCE', 'Neutral')]"
sp tốt ạ mới mua đc tuần lỗi ji ạ đêm tuột number phần_trăm ji ko pik lỗi hay bật wifi ứng_dụng ngầm ạ,Neutral,BATTERY,5,"[('BATTERY', 'Negative'), ('GENERAL', 'Positive')]"
camera mờ nhoè kĩ_thuật_viên trả_lời dòng vậykhác thông_số nhà sản_xuất đổi trả đượccảm thấy ấm_ức,Negative,CAMERA,1,"[('CAMERA', 'Negative'), ('SER&ACC', 'Negative')]"
máy xài tốt loa hơi nhỏ wifi tốt xài thời_gian mới biết,Positive,FEATURES,5,"[('FEATURES', 'Neutral'), ('GENERAL', 'Positive')]"
bạc đừng ai mua máy tôi khuyên thật sài number thời_gian máy xuống dữ lắm thứ number hao pin thứ number chụp hình rõ mờ thiếu ánh_sáng thứ number call hoặc nói dt người nge rõ thứ number vân tay thứ number máy hay đơ lag,Negative,CAMERA,1,"[('CAMERA', 'Negative'), ('FEATURES', 'Negative'), ('PERFORMANCE', 'Negative'), ('GENERAL', 'Negative')]"
gía quá ổn cấu_hình gía rẻ bạn còn thể đòi_hỏi thêm,Positive,PERFORMANCE,5,"[('PERFORMANCE', 'Neutral'), ('PRICE', 'Positive')]"
sản_phẩm lỗi máy cầm tay kêu ọp_ẹp nắp sạ lưng cảm_biến tiệm cận lỗi tự tắt màn_hình gọi nhận cuộc_gọi bấm nút nguồn mới sáng xin tư_vấn tục trả máy ạ,Negative,FEATURES,1,"[('FEATURES', 'Negative'), ('DESIGN', 'Negative'), ('GENERAL', 'Negative')]"
máy hoàn_thiện tốt tỉ_mỉ thứ nhỏ nhất pin thể dài bằng máy android thời_gian chờ vô đối_ứng_dụng chạy ngầm làm hao_hụt pin hệ hành ios mượt chụp hình chân_thật thích_hợp mấy thánh_sống ảo muốn đẹp xài app chiến game hiếm trường_hợp giật lag đáng trong tầm tiền dù khá đắt nào sử_dụng lâu_dài mới thấy hữu_dụng máy,Positive,CAMERA,5,"[('CAMERA', 'Positive'), ('BATTERY', 'Neutral'), ('PERFORMANCE', 'Positive'), ('DESIGN', 'Positive'), ('PRICE', 'Negative'), ('GENERAL', 'Positive')]"
điện_thoại xài oke chup anh tuyệt_vời chức_năng tuyệt_vời pin khủng xài cả ngày chơi game lướt wwep tẹt ga sd dòng xiaomi đến nay tui công_nhận coa đt nào quét code qr number cùi con cực_kì dở bực_mình dở_tệ quét code dợi numbers mới quét xong,Positive,CAMERA,2,"[('CAMERA', 'Positive'), ('FEATURES', 'Neutral'), ('BATTERY', 'Positive'), ('GENERAL', 'Positive')]"
mua number ngày xài khá mượt chơi lq đồ_hoạ tb k nóng cao hơi ấm auto number fps thấp nhất number fps pubg đồ hoạt mượt number fps siêu mượt k nóng cam bth màn_hình đẹp,Positive,SCREEN,5,"[('SCREEN', 'Positive'), ('CAMERA', 'Neutral'), ('PERFORMANCE', 'Positive')]"
mua hơn number tháng xài tốt pin trâu chụp hình đẹp game hạng nặng mượt nói_chung ok mọi người_máy giá rẻ ram cao chọn nó nhé,Positive,CAMERA,5,"[('CAMERA', 'Positive'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('PRICE', 'Positive'), ('GENERAL', 'Positive')]"
máy dùng tốt pin dùng gần number ngày mạng mail chơi game nhược_điểm phát_hiện gần number tháng sử_dụng đọc báo chrome hay đơ xóa hết app chạy nền hết treo lỗi lặp lần tần_suất khác nhau tùy trang_web,Negative,BATTERY,5,"[('BATTERY', 'Neutral'), ('PERFORMANCE', 'Negative'), ('GENERAL', 'Positive')]"
mới mua loa nghe nhỏdt yếu ram numberg j yếu quá trời quá thất_vọng mua,Negative,FEATURES,1,"[('FEATURES', 'Positive'), ('PERFORMANCE', 'Negative'), ('GENERAL', 'Negative')]"
máy cấu_hình mạnh tôi hài_lòng tôi quan_tâm sản_phẩm vsmart,Positive,PERFORMANCE,5,"[('PERFORMANCE', 'Positive'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
nhựơc điểm chợp hình ban_đêm quay chống runng đáng sáu triệu trở,Negative,CAMERA,1,"[('CAMERA', 'Negative'), ('PRICE', 'Negative')]"
tôi mua máy tháng number sử_dụng đến cách number tháng dt tình_trạng cảm_ứng ko dùng cảm_ứng tắt màn_hình mở dùng bình_thường_ngày nặng wifi hơi chậm còn đánh_giá ổn loa to rõ pin khá ngon dùng number ngày thoải_mái,Positive,FEATURES,2,"[('FEATURES', 'Neutral'), ('BATTERY', 'Positive'), ('GENERAL', 'Positive')]"
xp ae ai ý_định mua con xem_xét đi điểm nhấn nhận_diện khuân mặt cảm_biến vân tay mình đánh_giá number cực kém ai nhu_cầu chơi game tạm đc tầm numbert k đáng tiền,Negative,FEATURES,3,"[('FEATURES', 'Negative'), ('PERFORMANCE', 'Neutral'), ('PRICE', 'Negative'), ('GENERAL', 'Negative')]"
điện_thoại quá tệ người khác điện_thoại tới người_ta nói mình nghe mình nói người_ta nghe tắt điện number lần mới nghe thất_vọng toàn_tập bán mất number haizz,Negative,FEATURES,2,"[('FEATURES', 'Negative'), ('GENERAL', 'Negative')]"
nói_chung tầm giá ok nhân_viên tốt cảm_ơn anh_chị nhân_viên điện_thoại ưu_điểm nhược_điểm giá ok ko chê,Positive,PRICE,5,"[('PRICE', 'Neutral'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
giá tiền thế ok tuy nhiện máy hay tự_động tải game quảng_cáo về muốn bực cả mình,Negative,PERFORMANCE,4,"[('PERFORMANCE', 'Negative'), ('PRICE', 'Neutral'), ('GENERAL', 'Positive')]"
máy ngon giá rẻ đc giảm_giá pin khỏe ưng nv lqij tư_vấn nhiệt_tình thấy dùng tốt,Positive,BATTERY,5,"[('BATTERY', 'Positive'), ('PRICE', 'Positive'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
